,name,moves
229,Houndoom,"['Leer', 'Ember', 'Nasty Plot', 'Tackle', 'Roar', 'Bite', 'Snarl', 'Take Down', 'Fire Fang', 'Dark Pulse', 'Flamethrower', 'Crunch', 'Overheat', 'Headbutt', 'Roar', 'Toxic', 'Fire Fang', 'Protect', 'Thunder Fang', 'Crunch', 'Body Slam', 'Endure', 'Fire Blast', 'Hyper Beam', 'Mud Shot', 'Overheat', 'Sludge Bomb', 'Giga Impact', 'Double-Edge', 'Will-O-Wisp', 'Flamethrower', 'Solar Beam', 'Heat Wave', 'Hyper Voice', 'Fire Spin', 'Shadow Ball', 'Nasty Plot', 'Substitute', 'Dark Pulse', 'Taunt', 'Flare Blitz', 'Sludge Bomb ', 'Leer', 'Ember', 'Smog', 'Thunder Fang', 'Howl', 'Nasty Plot', 'Roar', 'Bite', 'Incinerate', 'Beat Up', 'Fire Fang', 'Torment', 'Comeuppance', 'Foul Play', 'Flamethrower', 'Crunch', 'Inferno', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Thief', 'Trailblaze', 'Fire Spin', 'Facade', 'Snarl', 'Mud Shot', 'Flame Charge', 'Endure', 'Sunny Day', 'Rain Dance', 'Foul Play', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Rest', 'Taunt', 'Dark Pulse', 'Substitute', 'Will-O-Wisp', 'Crunch', 'Shadow Ball', 'Hyper Voice', 'Heat Wave', 'Flamethrower', 'Helping Hand', 'Reversal', 'Nasty Plot', 'Fire Blast', 'Sludge Bomb', 'Giga Impact', 'Overheat', 'Hyper Beam', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Roar', 'Toxic', 'Spite', 'Super Fang', 'Burning Jealousy', 'Lash Out', 'Pain Split', 'Double-Edge', 'Endeavor', 'Temper Flare', 'Throat Chop', 'Counter', 'Fire Spin', 'Reversal', 'Spite', 'Destiny Bond', 'Feint', 'Sucker Punch', 'Thunder Fang']"
230,Kingdra,"['Leer', 'Water Gun', 'Smokescreen', 'Twister', 'Whirlpool', 'Yawn', 'Focus Energy', 'Dragon Breath', 'Bubble Beam', 'Agility', 'Water Pulse', 'Dragon Pulse', 'Hydro Pump', 'Dragon Dance', 'Rain Dance', 'Wave Crash', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Water Pulse', 'Chilling Water', 'Facade', 'Swift', 'Icy Wind', 'Endure', 'Rain Dance', 'Snowscape', 'Body Slam', 'Sleep Talk', 'Waterfall', 'Rest', 'Flash Cannon', 'Iron Head', 'Dragon Dance', 'Substitute', 'Liquidation', 'Dragon Pulse', 'Surf', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Outrage', 'Hurricane', 'Hyper Beam', 'Draco Meteor', 'Tera Blast', 'Scald', 'Weather Ball', 'Flip Turn', 'Scale Shot', 'Double-Edge', 'Whirlpool', 'Muddy Water', 'Breaking Swipe', 'Disable', 'Aurora Beam', 'Splash', 'Flail', 'Clear Smog']"
231,Phanpy,"['Tackle', 'Growl', 'Defense Curl', 'Flail', 'Rollout', 'Bulldoze', 'Endure', 'Slam', 'Take Down', 'Charm', 'Last Resort', 'Double-Edge', 'Take Down', 'Charm', 'Mud-Slap', 'Protect', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Iron Head', 'Gunk Shot', 'Substitute', 'Stealth Rock', 'Hyper Voice', 'Heavy Slam', 'Encore', 'Play Rough', 'Helping Hand', 'Earth Power', 'Earthquake', 'Stone Edge', 'Tera Blast', 'Roar', 'Sand Tomb', 'Smack Down', 'Knock Off', 'High Horsepower', 'Double-Edge', 'Endeavor', 'Curse', 'Body Slam', 'Counter', 'Fissure', 'Focus Energy', 'Snore', 'Ancient Power', 'Endeavor', 'Ice Shard', 'Head Smash', 'Heavy Slam', 'Play Rough', 'High Horsepower']"
232,Donphan,"['Fury Attack', 'Horn Attack', 'Growl', 'Defense Curl', 'Thunder Fang', 'Fire Fang', 'Bulldoze', 'Rapid Spin', 'Rollout', 'Assurance', 'Knock Off', 'Slam', 'Stomping Tantrum', 'Scary Face', 'Earthquake', 'Giga Impact', 'Take Down', 'Charm', 'Mud-Slap', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Smart Strike', 'Dig', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Poison Jab', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Body Press', 'Iron Head', 'Gunk Shot', 'Substitute', 'Iron Defense', 'Stealth Rock', 'Hyper Voice', 'Heavy Slam', 'Encore', 'Ice Spinner', 'Play Rough', 'Helping Hand', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Roar', 'Sand Tomb', 'Smack Down', 'Gyro Ball', 'Knock Off', 'High Horsepower', 'Double-Edge', 'Endeavor', 'Throat Chop', 'Curse', 'Body Slam', 'Counter', 'Fissure', 'Focus Energy', 'Snore', 'Ancient Power', 'Endeavor', 'Ice Shard', 'Head Smash', 'Heavy Slam', 'Play Rough', 'High Horsepower', 'Tackle', 'Flail', 'Endure', 'Take Down', 'Charm', 'Last Resort', 'Double-edge']"
233,Porygon2,"['Tackle', 'Defense Curl', 'Conversion', 'Recycle', 'Magnet Rise', 'Thunder Shock', 'Psybeam', 'Conversion 2', 'Agility', 'Recover', 'Discharge', 'Tri Attack', 'Lock-On', 'Zap Cannon', 'Hyper Beam', 'Take Down', 'Agility', 'Protect', 'Psybeam', 'Thief', 'Charge Beam', 'Facade', 'Swift', 'Icy Wind', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Zen Headbutt', 'Foul Play', 'Sleep Talk', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Substitute', 'Trick', 'Shadow Ball', 'Psychic', 'Thunderbolt', 'Ice Beam', 'Blizzard', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Charge', 'Gravity', 'Double-Edge', 'Electroweb', 'Double-edge']"
234,Stantler,"['Tackle', 'Leer', 'Astonish', 'Hypnosis', 'Stomp', 'Sand Attack', 'Take Down', 'Confuse Ray', 'Calm Mind', 'Role Play', 'Zen Headbutt', 'Imprison', 'Double-Edge', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Psybeam', 'Confuse Ray', 'Thief', 'Trailblaze', 'Charge Beam', 'Facade', 'Bulldoze', 'Swift', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Psyshock', 'Dig', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Imprison', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Thunderbolt', 'Calm Mind', 'Helping Hand', 'Earth Power', 'Wild Charge', 'Earthquake', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Roar', 'Spite', 'Gravity', 'Lunge', 'Uproar', 'Psych Up', 'Double-Edge', 'Future Sight', 'Throat Chop', 'Curse', 'Double Kick', 'Thrash', 'Bite', 'Disable', 'Spite', 'Megahorn', 'Extrasensory', 'Psyshield Bash']"
235,Smeargle,['Sketch']
236,Tyrogue,"['Tackle', 'Focus Energy', 'Fake Out', 'Helping Hand', 'Take Down', 'Protect', 'Low Kick', 'Thief', 'Facade', 'Bulldoze', 'Swift', 'Low Sweep', 'Endure', 'Sunny Day', 'Rain Dance', 'Brick Break', 'Bulk Up', 'Body Slam', 'Sleep Talk', 'Rest', 'Rock Slide', 'Substitute', 'Helping Hand', 'Tera Blast', 'Vacuum Wave', 'Uproar', 'Upper Hand', 'Counter', 'High Jump Kick', 'Mach Punch', 'Rapid Spin', 'Feint', 'Vacuum Wave', 'Bullet Punch']"
237,Hitmontop,"['Triple Kick', 'Tackle', 'Feint', 'Helping Hand', 'Focus Energy', 'Fake Out', 'Quick Attack', 'Gyro Ball', 'Detect', 'Rapid Spin', 'Wide Guard', 'Quick Guard', 'Sucker Punch', 'Agility', 'Dig', 'Close Combat', 'Counter', 'Endeavor', 'Take Down', 'Agility', 'Protect', 'Low Kick', 'Thief', 'Facade', 'Aerial Ace', 'Bulldoze', 'Swift', 'Low Sweep', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Bulk Up', 'Body Slam', 'Sleep Talk', 'Rest', 'Rock Slide', 'Substitute', 'Drill Run', 'Ice Spinner', 'Helping Hand', 'Baton Pass', 'Reversal', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Focus Blast', 'Close Combat', 'Tera Blast', 'Gyro Ball', 'Vacuum Wave', 'Uproar', 'Double-Edge', 'Endeavor', 'Triple Axel', 'Coaching', 'Upper Hand', 'Counter', 'High Jump Kick', 'Mach Punch', 'Rapid Spin', 'Feint', 'Vacuum Wave', 'Bullet Punch']"
238,Smoochum,[]
239,Elekid,"['Leer', 'Quick Attack', 'Thunder Shock', 'Charge', 'Swift', 'Shock Wave', 'Thunder Wave', 'Screech', 'Thunder Punch', 'Discharge', 'Low Kick', 'Thunderbolt', 'Light Screen', 'Thunder', 'Take Down', 'Protect', 'Low Kick', 'Thief', 'Trailblaze', 'Charge Beam', 'Facade', 'Swift', 'Fling', 'Endure', 'Volt Switch', 'Rain Dance', 'Brick Break', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Electro Ball', 'Light Screen', 'Thunder Wave', 'Rest', 'Taunt', 'Eerie Impulse', 'Substitute', 'Psychic', 'Thunderbolt', 'Helping Hand', 'Electric Terrain', 'Wild Charge', 'Focus Blast', 'Thunder', 'Tera Blast', 'Charge', 'Knock Off', 'Uproar', 'Focus Punch', 'Double-Edge', 'Supercell Slam', 'Electroweb', 'Metal Sound', 'Dynamic Punch', 'Cross Chop', 'Focus Punch', 'Follow Me', 'Hammer Arm', 'Feint']"
240,Magby,"['Leer', 'Smog', 'Ember', 'Smokescreen', 'Clear Smog', 'Flame Wheel', 'Confuse Ray', 'Scary Face', 'Fire Punch', 'Lava Plume', 'Low Kick', 'Flamethrower', 'Sunny Day', 'Fire Blast', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Acid Spray', 'Confuse Ray', 'Thief', 'Fire Spin', 'Facade', 'Flame Charge', 'Fling', 'Endure', 'Sunny Day', 'Brick Break', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Sleep Talk', 'Poison Jab', 'Rest', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Psychic', 'Flamethrower', 'Helping Hand', 'Fire Blast', 'Overheat', 'Flare Blitz', 'Tera Blast', 'Focus Punch', 'Burning Jealousy', 'Double-Edge', 'Temper Flare', 'Curse', 'Mach Punch', 'Belly Drum', 'Dynamic Punch', 'Cross Chop', 'Focus Punch', 'Follow Me', 'Belch']"
241,Miltank,[]
242,Blissey,"['Charm', 'Copycat', 'Covet', 'Disarming Voice', 'Sweet Kiss', 'Pound', 'Defense Curl', 'Tail Whip', 'Echoed Voice', 'Life Dew', 'Sing', 'Fling', 'Take Down', 'Heal Pulse', 'Helping Hand', 'Light Screen', 'Double-Edge', 'Soft-Boiled', 'Last Resort', 'Healing Wish', 'Take Down', 'Charm', 'Protect', 'Water Pulse', 'Thief', 'Disarming Voice', 'Trailblaze', 'Chilling Water', 'Facade', 'Bulldoze', 'Swift', 'Icy Wind', 'Rock Tomb', 'Stored Power', 'Fling', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Snowscape', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Drain Punch', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Stealth Rock', 'Hyper Voice', 'Psychic', 'Flamethrower', 'Thunderbolt', 'Calm Mind', 'Helping Hand', 'Ice Beam', 'Electric Terrain', 'Fire Blast', 'Blizzard', 'Wild Charge', 'Earthquake', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Solar Beam', 'Tera Blast', 'Gravity', 'Focus Punch', 'Psych Up', 'Double-Edge', 'Endeavor', 'Alluring Voice', 'Seismic Toss', 'Heal Bell', 'Present', 'Gravity']"
243,Raikou,"['Leer', 'Charge', 'Extreme Speed', 'Thunder Shock', 'Quick Attack', 'Spark', 'Bite', 'Calm Mind', 'Roar', 'Thunder Fang', 'Howl', 'Crunch', 'Extrasensory', 'Discharge', 'Reflect', 'Rain Dance', 'Thunder', 'Zap Cannon', 'Take Down', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Thunder Fang', 'Trailblaze', 'Charge Beam', 'Facade', 'Snarl', 'Swift', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Body Slam', 'Sleep Talk', 'Electro Ball', 'Reflect', 'Light Screen', 'Thunder Wave', 'Rest', 'Eerie Impulse', 'Iron Head', 'Substitute', 'Crunch', 'Aura Sphere', 'Shadow Ball', 'Thunderbolt', 'Calm Mind', 'Helping Hand', 'Electric Terrain', 'Wild Charge', 'Giga Impact', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Roar', 'Charge', 'Scald', 'Weather Ball', 'Double-Edge', 'Supercell Slam', 'Electroweb', 'Throat Chop']"
244,Entei,"['Stomp', 'Leer', 'Ember', 'Smokescreen', 'Flame Wheel', 'Bite', 'Calm Mind', 'Roar', 'Fire Fang', 'Scary Face', 'Crunch', 'Extrasensory', 'Lava Plume', 'Swagger', 'Sunny Day', 'Fire Blast', 'Eruption', 'Take Down', 'Agility', 'Scary Face', 'Protect', 'Fire Fang', 'Trailblaze', 'Fire Spin', 'Facade', 'Bulldoze', 'Snarl', 'Swift', 'Flame Charge', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Body Slam', 'Sleep Talk', 'Stomping Tantrum', 'Rest', 'Iron Head', 'Substitute', 'Will-O-Wisp', 'Crunch', 'Shadow Ball', 'Heat Wave', 'Flamethrower', 'Calm Mind', 'Helping Hand', 'Reversal', 'Fire Blast', 'Stone Edge', 'Giga Impact', 'Overheat', 'Hyper Beam', 'Flare Blitz', 'Solar Beam', 'Tera Blast', 'Roar', 'Weather Ball', 'Double-Edge', 'Scorching Sands', 'Sacred Fire', 'Extreme Speed']"
245,Suicune,"['Gust', 'Leer', 'Mist', 'Water Gun', 'Water Pulse', 'Bite', 'Calm Mind', 'Roar', 'Ice Fang', 'Tailwind', 'Crunch', 'Extrasensory', 'Surf', 'Mirror Coat', 'Rain Dance', 'Hydro Pump', 'Blizzard', 'Take Down', 'Agility', 'Protect', 'Ice Fang', 'Water Pulse', 'Trailblaze', 'Chilling Water', 'Facade', 'Snarl', 'Swift', 'Icy Wind', 'Avalanche', 'Endure', 'Rain Dance', 'Sandstorm', 'Snowscape', 'Air Slash', 'Body Slam', 'Sleep Talk', 'Waterfall', 'Rest', 'Iron Head', 'Substitute', 'Crunch', 'Liquidation', 'Tailwind', 'Shadow Ball', 'Surf', 'Calm Mind', 'Helping Hand', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Roar', 'Scald', 'Weather Ball', 'Double-Edge', 'Whirlpool', 'Extreme Speed', 'Sheer Cold']"
246,Larvitar,"['Tackle', 'Leer', 'Rock Throw', 'Bite', 'Sand Tomb', 'Rock Slide', 'Screech', 'Crunch', 'Earthquake', 'Stone Edge', 'Rock Blast', 'Hyper Beam', 'Headbutt', 'Brick Break', 'Rock Slide', 'Protect', 'Crunch', 'Dig', 'Body Slam', 'Endure', 'Rock Tomb', 'Stealth Rock', 'Hyper Beam', 'Mud Shot', 'Earth Power', 'Giga Impact', 'Double-Edge', 'Iron Head', 'Stone Edge', 'Earthquake', 'Bulldoze', 'Iron Defense', 'Substitute', 'Dark Pulse', 'Curse', 'Outrage', 'Taunt', 'Dig ', 'Tackle', 'Leer', 'Rock Throw', 'Payback', 'Bite', 'Scary Face', 'Rock Slide', 'Stomping Tantrum', 'Screech', 'Smack Down', 'Crunch', 'Earthquake', 'Stone Edge', 'Thrash', 'Sandstorm', 'Hyper Beam', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Facade', 'Bulldoze', 'Snarl', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Dark Pulse', 'Iron Head', 'Dragon Dance', 'Substitute', 'Iron Defense', 'Crunch', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Hyper Beam', 'Tera Blast', 'Sand Tomb', 'Spite', 'Smack Down', 'Double-Edge', 'Curse', 'Stomp', 'Focus Energy', 'Curse', 'Outrage', 'Ancient Power', 'Iron Defense', 'Dragon Dance', 'Assurance', 'Iron Head']"
247,Pupitar,"['Iron Defense', 'Tackle', 'Leer', 'Rock Throw', 'Bite', 'Sand Tomb', 'Rock Slide', 'Screech', 'Crunch', 'Earthquake', 'Stone Edge', 'Rock Blast', 'Hyper Beam', 'Headbutt', 'Brick Break', 'Rock Slide', 'Protect', 'Aerial Ace', 'Crunch', 'Dig', 'Body Slam', 'Endure', 'Rock Tomb', 'Stealth Rock', 'Hyper Beam', 'Mud Shot', 'Earth Power', 'Giga Impact', 'Double-Edge', 'Iron Head', 'Stone Edge', 'Earthquake', 'Bulldoze', 'Iron Defense', 'Substitute', 'Dark Pulse', 'Curse', 'Outrage', 'Taunt', 'Iron Head ', 'Iron Defense', 'Tackle', 'Payback', 'Leer', 'Rock Throw', 'Bite', 'Scary Face', 'Rock Slide', 'Stomping Tantrum', 'Screech', 'Smack Down', 'Crunch', 'Earthquake', 'Stone Edge', 'Thrash', 'Sandstorm', 'Hyper Beam', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Facade', 'Aerial Ace', 'Bulldoze', 'Snarl', 'Mud Shot', 'Rock Tomb', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Body Slam', 'Sleep Talk', 'Rock Blast', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Dark Pulse', 'Iron Head', 'Dragon Dance', 'Substitute', 'Iron Defense', 'Crunch', 'Stealth Rock', 'Helping Hand', 'Earth Power', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Hyper Beam', 'Tera Blast', 'Sand Tomb', 'Spite', 'Smack Down', 'High Horsepower', 'Lash Out', 'Double-Edge', 'Curse', 'Stomp', 'Focus Energy', 'Curse', 'Outrage', 'Ancient Power', 'Iron Defense', 'Dragon Dance', 'Assurance', 'Iron Head']"
248,Tyranitar,"['Iron Defense', 'Dark Pulse', 'Tackle', 'Leer', 'Rock Throw', 'Bite', 'Sand Tomb', 'Rock Slide', 'Screech', 'Crunch', 'Earthquake', 'Stone Edge', 'Rock Blast', 'Hyper Beam', 'Heavy Slam', 'Giga Impact', 'Headbutt', 'Dragon Claw', 'Roar', 'Thunder Wave', 'Brick Break', 'Rock Slide', 'Ice Beam', 'Fire Fang', 'Ice Fang', 'Protect', 'Power Gem', 'Thunder Fang', 'Aerial Ace', 'Thunder Punch', 'Ice Punch', 'Crunch', 'Dig', 'Fire Punch', 'Body Slam', 'Endure', 'Rock Tomb', 'Stealth Rock', 'Fire Blast', 'Hyper Beam', 'Knock Off', 'Mud Shot', 'Earth Power', 'Giga Impact', 'Double-Edge', 'Iron Head', 'Shadow Claw', 'Flamethrower', 'Stone Edge', 'Thunderbolt', 'Earthquake', 'Dragon Pulse', 'Bulldoze', 'Iron Defense', 'Substitute', 'Dark Pulse', 'Curse', 'Outrage', 'Taunt', 'Hydro Pump', 'Blizzard', 'Thunder', 'Outrage ', 'Tackle', 'Fire Fang', 'Leer', 'Ice Fang', 'Rock Throw', 'Thunder Fang', 'Dark Pulse', 'Payback', 'Iron Defense', 'Bite', 'Scary Face', 'Rock Slide', 'Stomping Tantrum', 'Screech', 'Smack Down', 'Crunch', 'Earthquake', 'Stone Edge', 'Thrash', 'Sandstorm', 'Hyper Beam', 'Giga Impact', 'Take Down', 'Mud-Slap', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Low Kick', 'Facade', 'Aerial Ace', 'Bulldoze', 'Snarl', 'Icy Wind', 'Mud Shot', 'Rock Tomb', 'Fling', 'Dragon Tail', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Dig', 'Brick Break', 'Shadow Claw', 'Foul Play', 'Body Slam', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Rock Blast', 'Dragon Claw', 'Thunder Wave', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Taunt', 'Body Press', 'Dark Pulse', 'Iron Head', 'Dragon Dance', 'Power Gem', 'Substitute', 'Iron Defense', 'Crunch', 'Dragon Pulse', 'Stealth Rock', 'Heavy Slam', 'Surf', 'Flamethrower', 'Thunderbolt', 'Helping Hand', 'Earth Power', 'Ice Beam', 'Fire Blast', 'Hydro Pump', 'Blizzard', 'Earthquake', 'Stone Edge', 'Giga Impact', 'Outrage', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Roar', 'Sand Tomb', 'Spite', 'Smack Down', 'Knock Off', 'High Horsepower', 'Focus Punch', 'Lash Out', 'Double-Edge', 'Muddy Water', 'Breaking Swipe', 'Curse', 'Hard Press', 'Stomp', 'Focus Energy', 'Curse', 'Outrage', 'Ancient Power', 'Iron Defense', 'Dragon Dance', 'Assurance', 'Iron Head']"
249,Lugia,"['Gust', 'Whirlwind', 'Ancient Power', 'Weather Ball', 'Mist', 'Safeguard', 'Calm Mind', 'Extrasensory', 'Recover', 'Aeroblast', 'Rain Dance', 'Hydro Pump', 'Future Sight', 'Sky Attack', 'Take Down', 'Scary Face', 'Protect', 'Water Pulse', 'Acrobatics', 'Chilling Water', 'Charge Beam', 'Facade', 'Aerial Ace', 'Swift', 'Icy Wind', 'Air Cutter', 'Dragon Tail', 'Avalanche', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Psyshock', 'Zen Headbutt', 'Air Slash', 'Body Slam', 'Sleep Talk', 'Reflect', 'Light Screen', 'Waterfall', 'Rest', 'Imprison', 'Fly', 'Skill Swap', 'Iron Head', 'Substitute', 'Trick', 'Liquidation', 'Giga Drain', 'Tailwind', 'Shadow Ball', 'Dragon Pulse', 'Hyper Voice', 'Psychic', 'Surf', 'Thunderbolt', 'Calm Mind', 'Helping Hand', 'Earth Power', 'Ice Beam', 'Hydro Pump', 'Blizzard', 'Earthquake', 'Giga Impact', 'Hurricane', 'Hyper Beam', 'Brave Bird', 'Thunder', 'Tera Blast', 'Weather Ball', 'Dual Wingbeat', 'Scale Shot', 'Psych Up', 'Double-Edge', 'Whirlpool', 'Future Sight', 'Curse', 'Psychic Noise', 'Dragon Rush']"
250,Ho-Oh,"['Gust', 'Whirlwind', 'Ancient Power', 'Weather Ball', 'Life Dew', 'Safeguard', 'Calm Mind', 'Extrasensory', 'Recover', 'Sacred Fire', 'Sunny Day', 'Fire Blast', 'Future Sight', 'Sky Attack', 'Overheat', 'Take Down', 'Protect', 'Charge Beam', 'Fire Spin', 'Facade', 'Aerial Ace', 'Swift', 'Flame Charge', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'Sandstorm', 'Zen Headbutt', 'Air Slash', 'Body Slam', 'Sleep Talk', 'Reflect', 'Light Screen', 'Rest', 'Imprison', 'Fly', 'Iron Head', 'Substitute', 'Will-O-Wisp', 'Giga Drain', 'Tailwind', 'Shadow Ball', 'Hyper Voice', 'Heat Wave', 'Psychic', 'Flamethrower', 'Thunderbolt', 'Calm Mind', 'Helping Hand', 'Earth Power', 'Fire Blast', 'Earthquake', 'Giga Impact', 'Overheat', 'Hurricane', 'Hyper Beam', 'Brave Bird', 'Flare Blitz', 'Thunder', 'Solar Beam', 'Tera Blast', 'Weather Ball', 'Dual Wingbeat', 'Psych Up', 'Double-Edge', 'Scorching Sands', 'Future Sight']"
251,Celebi,[]
252,Treecko,"['Pound', 'Leer', 'Leafage', 'Quick Attack', 'Mega Drain', 'Detect', 'Quick Guard', 'Assurance', 'Giga Drain', 'Slam', 'Double Team', 'Energy Ball', 'Screech', 'Endeavor', 'Leaf Storm', 'Take Down', 'Agility', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Aerial Ace', 'Swift', 'Magical Leaf', 'Rock Tomb', 'Fling', 'Dragon Tail', 'Endure', 'Sunny Day', 'Dig', 'Bullet Seed', 'Brick Break', 'Thunder Punch', 'Sleep Talk', 'Seed Bomb', 'Drain Punch', 'Grass Knot', 'Rest', 'Rock Slide', 'Swords Dance', 'Substitute', 'Crunch', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Grassy Terrain', 'Grass Pledge', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Grassy Glide', 'Endeavor', 'Breaking Swipe', 'Upper Hand', 'Double Kick', 'Absorb', 'Leech Seed', 'Slash', 'Dragon Breath', 'Synthesis', 'Worry Seed', 'Night Slash']"
253,Grovyle,"['Pound', 'Leer', 'Quick Attack', 'Leafage', 'Mega Drain', 'Detect', 'Quick Guard', 'Assurance', 'Giga Drain', 'Slam', 'Double Team', 'Leaf Blade', 'Screech', 'Endeavor', 'Leaf Storm', 'Take Down', 'Agility', 'Protect', 'Low Kick', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Aerial Ace', 'Swift', 'Magical Leaf', 'Rock Tomb', 'Low Sweep', 'Fling', 'Dragon Tail', 'Endure', 'Sunny Day', 'Dig', 'Bullet Seed', 'False Swipe', 'Brick Break', 'Thunder Punch', 'Sleep Talk', 'Seed Bomb', 'Drain Punch', 'Grass Knot', 'Rest', 'Rock Slide', 'Swords Dance', 'Substitute', 'X-Scissor', 'Crunch', 'Giga Drain', 'Energy Ball', 'Helping Hand', 'Grassy Terrain', 'Grass Pledge', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Vacuum Wave', 'Focus Punch', 'Grassy Glide', 'Endeavor', 'Breaking Swipe', 'Upper Hand', 'Double Kick', 'Absorb', 'Leech Seed', 'Slash', 'Dragon Breath', 'Synthesis', 'Worry Seed', 'Night Slash', 'False Swipe', 'Fury Cutter', 'X-scissor', 'Energy Ball', 'Energy Ball']"
